time,Backup:backupCopyFilesCount,Backup:backupCopyFilesMs,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:environmentCreationTime,Eraser:eraserCycleEnd,Eraser:eraserCycleStart,Eraser:eraserFSyncs,Eraser:eraserFilesAlreadyDeleted,Eraser:eraserFilesDeleted,Eraser:eraserFilesErased,Eraser:eraserFilesRemaining,Eraser:eraserReadBytes,Eraser:eraserReads,Eraser:eraserWriteBytes,Eraser:eraserWrites,I/O:bufferBytes,I/O:endOfLog,I/O:fSync95Ms,I/O:fSync99Ms,I/O:fSyncAvgMs,I/O:fSyncMaxMs,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits
2024-02-17 18:33:02.321 UTC, , , , , , , , , ,125,17738957,14593104, , ,942, ,7529, , , , , , , , , ,942,16, , , ,60,1,4, ,309, , , , , , , , , , , ,7522, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,9,11,2179278264,-1, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , ,150, ,167, ,306,6034,1302, , , , , , , , , , 
2024-02-17 18:34:02.321 UTC, , , , , , , , , ,125,17711725,14565872, , ,941, ,6898, , , , , , , , , ,941,16, , , ,58,1,4, ,411, , , , , , , , , , , ,6889, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,8,12,2137608800,-1, , , , , , , , , , ,2, ,2, , , , , , , , , , , , , , , , , , , , , , ,200, ,155, ,408,5440,1272, , , , , , , , , , 
2024-02-17 18:35:02.321 UTC, , , , , , , , , ,125,17691781,14545928, , ,939, ,6596, , , , , , , , , ,939,16, , , ,53,1,4, ,514, , , , , , , , , , , ,6580, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,8,10,2198378944,-1, , , , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , ,250, ,274, ,510,4847,1420, , , , , , , , , , 
2024-02-17 18:36:02.321 UTC, , , , , , , , , ,125,17689789,14543936, , ,942, ,9105, , , , , , , , , ,942,17, , , ,51,1,4, ,411, , , , , , , , , , , ,9099, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,15,20,2672091552,-1, , , , , , , , , , ,2, ,2, , , , , , , , , , , , , , , , , , , , , , ,200, ,221, ,408,7117,1754, , , , , , , , , , 
2024-02-17 18:37:02.323 UTC, , , , , , , , , ,125,17686277,14540424, , ,941, ,10201, , , , , , , , , ,941,17, , , ,49,1,4, ,104, , , , , , , , , , , ,10194, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,9,11,2697641184,-1, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , ,50, ,62, ,102,8622,1480, , , , , , , , , , 
2024-02-17 18:38:02.323 UTC, , , , , , , , , ,125,17703797,14557944, , ,942, ,11732, , , , , , , , , ,942,17, , , ,48,1,4, ,103, , , , , , , , , , , ,11729, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,13,16,2322968176,-1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,50, ,184, ,102,9714,1822, , , , , , , , , , 
2024-02-17 18:39:02.324 UTC, , , , , , , , , ,125,17649069,14503216, , ,941, ,6427, , , , , , , , , ,941,17, , , ,42,1,4, ,924, , , , , , , , , , , ,6405, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,13,17,2641680272,-1, , , , , , , , , , ,2, ,6, , , , , , , , , , , , , , , , , , , , , , ,450, ,331, ,918,4264,1753, , , , , , , , , , 
2024-02-17 18:40:02.324 UTC, , , , , , , , , ,125,17664045,14518192, , ,939, ,8554, , , , , , , , , ,939,17, , , ,40,1,4, ,104, , , , , , , , , , , ,8550, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,11,14,2712817080,-1, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , ,50, ,228, ,102,6697,1615, , , , , , , , , , 
2024-02-17 18:41:02.324 UTC, , , , , , , , , ,125,17613229,14467376, , ,936, ,2638, , , , , , , , , ,936,17, , , ,37,1,4, ,514, , , , , , , , , , , ,2626, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,7,9,2633435568,-1, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,250, ,82, ,510,1555,961, , , , , , , , , , 
2024-02-17 18:42:02.324 UTC, , , , , , , , , ,125,17703925,14558072, , ,943, ,11896, , , , , , , , , ,943,17, , , ,37,1,4, , , , , , , , , , , , , ,11896, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,18,23,2293690528,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,399, , ,8869,2621, , , , , , , , , , 
2024-02-17 18:43:02.326 UTC, , , , , , , , , ,125,17660061,14514208, , ,939, ,3855, , , , , , , , , ,939,17, , , ,33,1,4, ,412, , , , , , , , , , , ,3843, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,4,5,2437134800,-1, , , , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , ,200, ,88, ,408,3026,701, , , , , , , , , , 
2024-02-17 18:44:02.326 UTC, , , , , , , , , ,125,17600973,14455120, , ,936, ,6735, , , , , , , , , ,936,17, , , ,28,1,4, ,719, , , , , , , , , , , ,6718, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,11,15,2303063936,-1, , , , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , ,350, ,230, ,714,4862,1583, , , , , , , , , , 
2024-02-17 18:45:02.326 UTC, , , , , , , , , ,125,17609861,14464008, , ,935, ,9692, , , , , , , , , ,935,17, , , ,27,1,4, ,103, , , , , , , , , , , ,9689, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,24,30,2336944288,-1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,50, ,192, ,102,7845,1645, , , , , , , , , , 
2024-02-17 18:46:02.327 UTC, , , , , , , , , ,125,17591477,14445624, , ,933, ,9055, , , , , , , , , ,933,17, , , ,24,1,4, ,411, , , , , , , , , , , ,9044, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,13,16,2136523512,-1, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,200, ,238, ,408,6941,1839, , , , , , , , , , 
2024-02-17 18:47:02.327 UTC, , , , , , , , , ,125,17612357,14466504, , ,935, ,9167, , , , , , , , , ,935,17, , , ,22,1,4, ,206, , , , , , , , , , , ,9161, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,15,19,2373849008,-1, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , ,100, ,204, ,204,6732,2207, , , , , , , , , , 
2024-02-17 18:48:02.327 UTC, , , , , , , , , ,125,17642453,14496600, , ,938, ,20715, , , , , , , , , ,938,17, , , ,19,1,4, ,412, , , , , , , , , , , ,20705, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,36,46,2356619088,-1, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,200, ,445, ,408,16262,3968, , , , , , , , , , 
2024-02-17 18:49:02.327 UTC, , , , , , , , , ,125,17688533,14542680, , ,941, ,16535, , , , , , , , , ,941,17, , , ,16,1,4, ,412, , , , , , , , , , , ,16525, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,34,42,2610268024,-1, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,200, ,550, ,408,12735,3210, , , , , , , , , , 
2024-02-17 18:50:02.327 UTC, , , , , , , , , ,125,17667421,14521568, , ,939, ,7343, , , , , , , , , ,939,17, , , ,13,1,4, ,412, , , , , , , , , , , ,7333, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,12,16,2383496456,-1, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,200, ,233, ,408,5485,1590, , , , , , , , , , 
2024-02-17 18:51:02.327 UTC, , , , , , , , , ,125,17658597,14512744, , ,940, ,9327, , , , , , , , , ,940,17, , , ,11,1,4, ,308, , , , , , , , , , , ,9319, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,13,16,2142098488,-1, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , ,150, ,164, ,306,7437,1697, , , , , , , , , , 
2024-02-17 18:52:02.327 UTC, , , , , , , , , ,125,17654605,14508752, , ,939, ,8305, , , , , , , , , ,939,17, , , ,8,1,4, ,308, , , , , , , , , , , ,8295, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,13,17,2646353536,-1, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,150, ,189, ,306,6297,1785, , , , , , , , , , 
2024-02-17 18:53:02.328 UTC, , , , , , , , , ,125,17639269,14493416, , ,941, ,6920, , , , , , , , , ,941,17, , , ,5,1,4, ,412, , , , , , , , , , , ,6910, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,14,17,2506960488,-1, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,200, ,168, ,408,4919,1794, , , , , , , , , , 
2024-02-17 18:54:02.328 UTC, , , , , , , , , ,125,17607765,14461912, , ,939, ,9792, , , , , , , , , ,939,17, , , ,2,1,4, ,411, , , , , , , , , , , ,9783, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,18,21,2117549592,-1, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,200, ,115, ,408,7430,2214, , , , , , , , , , 
2024-02-17 18:55:02.329 UTC, , , , , , , , , ,125,17583757,14437904, , ,939, ,6766, , , , , , , , , ,939,17, , , ,1,1,4, ,309, , , , , , , , , , , ,6761, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,11,14,2134281632,-1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,150, ,60, ,306,5314,1373, , , , , , , , , , 
2024-02-17 18:56:02.330 UTC, , , , , , , , , ,125,17593629,14447776, , ,941, ,7046, , , , , , , , , ,941,17, , , ,1,1,4, ,140, , , , , , , , , , , ,7046, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,15,19,2625311480,-1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,68, ,139, ,138,4793,2101, , , , , , , , , , 
2024-02-17 18:57:02.330 UTC, , , , , , , , , ,125,17640413,14494560, , ,943, ,7165, , , , , , , , , ,943,17, , , ,1,1,4, , , , , , , , , , , , , ,7305, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,22,28,2654713072,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,270, , ,3830,2783, , , , , , , , , , 
2024-02-17 18:58:02.330 UTC, , , , , , , , , ,125,17713245,14567392, , ,949, ,13144, , , , , , , , , ,949,17, , , ,1,1,4, , , , , , , , , , , , , ,14682, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,43,51,2210838104,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,451, , ,5151,4460, , , , , , , , , , 
2024-02-17 18:58:36.101 UTC, , , , , , , , , ,589,14443781,11297464, , ,949, ,617, , , , , , , , , ,949,17, , , ,1,946,4, ,6, , , , , , , , , , , ,707, , ,1377,1,744,744, , , , ,1427,780471787520,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1708189262048,,, , , , , , , , , ,3145728,4302056920,5,5,3,5, , , , , ,4, , ,3,3, , , , , ,38,1, , , ,6144,3,17088184,18, , , , , , ,1,1,2561676064,-1, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,220,205, , , , , , , , , , 
